Season	DayNum	WTeamID	WScore	LTeamID	LScore	WLoc	NumOT	WFGM	WFGA	WFGM3	WFGA3	WFTM	WFTA	WOR	WDR	WAst	WTO	WStl	WBlk	WPF	LFGM	LFGA	LFGM3	LFGA3	LFTM	LFTA	LOR	LDR	LAst	LTO	LStl	LBlk	LPF
2025	101	3192	74	3152	70	A	0	26	65	9	25	13	16	11	26	16	10	8	2	12	27	61	4	11	12	13	4	23	14	10	6	0	17
2025	101	3193	73	3389	43	H	0	29	51	7	20	8	11	7	23	16	11	6	1	15	14	43	5	19	10	17	4	16	7	16	5	1	12
2025	101	3198	83	3431	66	H	0	31	59	10	26	11	19	13	16	18	15	8	4	13	26	59	3	20	11	15	12	18	20	16	8	2	20
2025	101	3209	78	3375	69	H	2	25	63	7	23	21	27	5	22	10	12	14	13	17	26	77	7	19	10	15	12	31	14	20	8	2	20
2025	101	3211	66	3333	62	A	1	24	58	5	14	13	17	8	19	15	12	4	4	20	19	51	6	17	18	24	7	24	9	13	6	3	16
2025	101	3212	75	3341	54	H	0	28	80	2	15	17	23	20	20	19	11	11	2	18	20	56	3	17	11	16	11	23	12	32	4	7	25
2025	101	3213	76	3470	60	H	0	27	53	6	10	16	25	11	18	10	15	12	4	20	19	49	7	20	15	20	12	16	7	22	5	6	19
2025	101	3218	72	3253	65	A	0	25	53	4	14	18	22	8	29	12	24	11	7	17	22	66	6	27	15	20	11	18	10	15	15	6	21
2025	101	3226	66	3285	46	H	0	25	59	7	15	9	15	11	27	13	11	8	4	10	15	51	5	21	11	12	6	19	7	14	9	2	16
2025	101	3228	67	3336	55	H	0	23	59	7	18	14	20	9	19	13	4	7	5	7	23	62	4	12	5	6	15	25	12	14	1	2	15
2025	101	3229	85	3232	77	A	0	32	57	9	18	12	18	6	23	23	14	7	4	15	30	65	9	19	8	13	11	18	15	14	8	3	18
2025	101	3233	65	3351	60	A	0	23	50	9	20	10	13	4	16	12	12	6	5	15	25	49	3	12	7	11	7	21	15	19	4	1	16
2025	101	3234	55	3353	43	H	0	20	54	7	23	8	12	9	24	12	16	6	2	14	15	49	7	17	6	10	4	22	9	15	8	2	17
2025	101	3238	59	3126	53	A	0	20	53	8	17	11	14	6	17	17	17	11	2	11	21	52	2	12	9	14	11	26	17	19	11	7	16
2025	101	3241	77	3111	61	H	0	26	55	5	18	20	27	10	31	15	14	6	2	13	24	63	8	29	5	6	5	21	18	12	8	1	24
2025	101	3244	79	3256	72	H	0	29	59	7	12	14	23	9	17	18	13	5	3	22	24	52	2	13	22	30	8	22	9	12	8	2	21
2025	101	3249	58	3322	46	A	0	22	56	2	6	12	16	5	21	8	13	10	0	13	20	44	2	7	4	10	3	26	10	26	5	5	20
2025	101	3251	63	3308	58	H	0	20	47	4	13	19	22	8	18	12	12	4	3	15	21	55	3	17	13	18	10	17	9	9	6	0	18
2025	101	3257	83	3199	69	A	0	34	71	8	17	7	11	12	32	21	10	8	0	21	23	61	3	20	20	26	6	25	7	11	6	3	11
2025	101	3267	73	3330	70	H	1	24	62	6	21	19	27	6	26	8	16	9	5	18	29	67	3	13	9	17	10	30	13	19	12	9	23
2025	101	3279	89	3116	50	A	0	37	75	10	21	5	9	13	35	22	6	8	6	12	21	64	2	22	6	9	4	20	9	9	2	5	6
2025	101	3280	85	3435	77	A	2	35	90	2	27	13	19	24	38	11	21	11	4	17	29	78	7	25	12	16	9	28	18	16	15	4	19
2025	101	3283	83	3356	48	A	0	33	67	10	20	7	11	6	19	27	8	14	1	8	21	54	2	15	4	8	10	20	9	20	4	9	9
2025	101	3286	63	3451	45	A	0	22	62	5	29	14	18	14	21	15	15	20	2	9	18	45	5	17	4	9	6	27	8	28	9	2	15
2025	101	3290	68	3106	57	H	0	27	61	4	21	10	14	16	25	12	14	8	2	16	16	57	9	22	16	18	12	16	10	12	10	2	12
2025	101	3291	75	3310	54	H	0	27	65	12	27	9	14	16	23	19	20	14	6	18	21	53	4	13	8	12	5	24	12	25	8	2	15
2025	101	3294	85	3170	72	H	0	30	52	7	12	18	21	2	24	15	12	11	3	13	27	55	11	17	7	12	5	18	16	15	8	3	18
2025	101	3301	76	3274	74	H	0	31	72	7	27	7	12	10	24	17	7	6	6	7	30	59	10	22	4	4	2	27	20	10	3	2	17
2025	101	3304	91	3268	71	A	0	34	67	12	21	11	16	10	28	21	12	2	0	21	24	58	7	15	16	20	6	19	15	11	5	7	19
2025	101	3307	88	3129	83	H	1	35	78	9	27	9	12	12	30	20	9	2	6	10	33	73	7	30	10	13	4	25	28	5	5	7	12
2025	101	3311	72	3309	59	A	0	24	57	6	19	18	24	9	29	17	22	15	2	24	16	59	6	21	21	27	13	19	8	22	8	3	20
2025	101	3312	64	3136	53	H	0	21	46	9	20	13	18	9	24	15	19	5	6	18	19	66	2	20	13	18	20	17	9	9	10	1	18
2025	101	3314	67	3439	62	H	0	25	58	6	17	11	16	8	21	15	14	9	2	14	23	53	8	13	8	9	3	23	18	15	2	4	20
2025	101	3319	83	3340	67	H	0	32	81	7	29	12	18	17	22	24	5	10	2	14	26	59	3	15	12	13	7	28	13	15	3	1	19
2025	101	3320	73	3125	61	A	0	27	62	6	16	13	20	11	26	17	11	6	6	12	24	69	5	28	8	12	14	23	14	13	4	4	18
2025	101	3323	88	3338	57	A	0	32	65	14	25	10	14	7	30	19	16	14	4	19	20	59	2	11	15	17	7	24	12	18	11	2	12
2025	101	3326	87	3278	84	H	1	35	59	4	12	13	22	7	19	19	17	13	3	19	35	69	5	22	9	12	14	19	15	19	4	1	20
2025	101	3339	71	3388	69	A	0	25	57	10	20	11	16	10	16	21	11	10	4	16	26	48	4	10	13	16	5	21	20	18	7	3	23
2025	101	3346	71	3357	47	H	0	28	59	4	14	11	14	8	23	15	10	9	3	10	18	47	4	12	7	12	5	21	9	16	9	1	16
2025	101	3350	59	3386	51	H	0	20	52	7	27	12	16	9	29	13	10	6	5	11	21	61	7	24	2	4	9	21	9	11	4	0	17
2025	101	3352	61	3237	58	H	0	24	60	3	20	10	11	16	20	10	17	11	7	18	19	52	7	20	13	18	7	17	8	17	12	1	14
2025	101	3358	56	3240	49	A	0	25	53	1	10	5	18	9	24	10	14	10	3	16	18	55	5	21	8	9	11	18	7	15	7	6	18
2025	101	3359	50	3190	43	H	0	18	45	4	10	10	12	6	32	13	16	3	4	11	17	63	7	27	2	4	10	18	8	9	7	5	14
2025	101	3360	75	3334	72	A	1	28	61	6	13	13	16	11	25	18	20	12	0	24	25	79	4	25	18	23	25	13	14	17	14	4	17
2025	101	3364	62	3414	52	H	0	21	48	8	18	12	15	2	24	10	17	4	3	14	18	58	8	25	8	11	8	22	13	12	7	6	18
2025	101	3365	54	3337	46	H	0	20	59	6	20	8	10	6	26	13	9	11	3	9	17	48	7	21	5	6	4	24	14	15	3	6	8
2025	101	3368	65	3270	45	H	0	22	62	6	13	15	20	11	26	12	12	11	3	16	17	54	2	15	9	17	9	24	4	17	6	5	16
2025	101	3372	71	3477	55	A	0	27	65	10	33	7	12	12	30	20	15	12	6	15	24	61	3	18	4	6	4	16	21	16	9	3	14
2025	101	3373	81	3265	69	A	0	28	53	9	16	16	18	7	17	19	12	8	1	20	26	53	8	22	9	17	7	16	17	12	6	1	16
2025	101	3376	101	3196	63	H	0	36	78	8	25	21	22	16	31	23	5	12	3	15	22	66	5	18	14	21	11	23	11	17	3	2	17
2025	101	3380	63	3411	53	H	0	22	69	6	22	13	20	14	20	15	6	13	5	22	16	43	0	9	21	29	7	33	9	27	5	2	18
2025	101	3381	69	3469	66	A	0	24	58	8	24	13	21	15	21	13	16	7	4	21	22	52	8	21	14	21	8	18	11	16	8	6	22
2025	101	3387	59	3433	56	A	0	23	62	5	14	8	10	11	17	11	10	9	2	17	16	49	8	24	16	19	9	26	11	16	4	4	15
2025	101	3390	79	3393	58	H	0	28	56	10	22	13	17	4	32	21	11	10	2	11	23	68	6	23	6	11	10	25	8	12	7	2	12
2025	101	3394	74	3223	54	H	0	27	60	7	13	13	14	7	22	17	8	13	3	16	21	48	2	11	10	16	5	22	7	17	4	4	13
2025	101	3397	99	3120	61	H	0	39	70	14	28	7	10	10	21	23	14	9	2	18	24	56	2	8	11	20	8	20	17	17	8	1	13
2025	101	3399	61	3114	57	A	0	19	57	6	21	17	24	10	21	6	13	8	1	19	19	55	3	13	16	19	11	28	5	17	8	4	23
2025	101	3400	67	3246	49	A	0	26	68	1	12	14	18	18	24	16	10	9	2	19	17	49	3	15	12	15	5	22	8	15	5	4	19
2025	101	3404	77	3188	66	A	0	29	67	10	24	9	10	8	20	15	8	9	0	12	25	55	9	23	7	12	6	22	15	17	7	3	9
2025	101	3410	59	3230	37	H	0	23	56	10	30	3	6	6	33	23	14	3	2	12	12	57	1	15	12	17	8	25	7	13	7	5	16
2025	101	3415	55	3413	53	H	0	21	60	7	18	6	9	9	22	10	13	8	1	11	22	53	2	16	7	11	6	27	13	14	6	5	11
2025	101	3422	55	3202	51	H	0	21	54	5	11	8	14	8	23	9	14	8	4	10	21	54	1	9	8	13	10	22	11	13	11	2	15
2025	101	3425	71	3417	60	H	0	21	63	8	18	21	25	6	26	12	8	9	13	18	20	57	2	13	18	25	11	27	13	17	3	6	18
2025	101	3434	60	3227	51	H	0	23	50	8	23	6	9	5	21	10	11	8	2	14	20	58	2	17	9	15	16	22	8	16	7	4	16
2025	101	3436	55	3306	46	A	0	24	48	2	7	5	10	3	24	7	10	4	4	15	14	49	6	18	12	19	9	20	8	8	5	1	11
2025	101	3447	61	3478	56	H	0	22	54	9	24	8	12	5	29	19	14	7	3	20	17	48	8	21	14	18	3	27	10	17	3	1	15
2025	101	3450	63	3258	51	H	0	27	54	3	15	6	8	10	23	8	12	5	5	13	21	53	4	15	5	10	8	17	7	10	5	2	15
2025	101	3453	75	3324	39	A	0	30	59	9	19	6	10	8	22	17	5	10	5	10	15	49	5	18	4	6	7	19	8	16	3	1	12
2025	101	3459	70	3441	68	A	0	24	50	6	17	16	17	4	21	13	15	6	2	18	22	51	6	13	18	24	8	16	10	16	8	2	21
2025	101	3460	78	3464	76	A	1	25	66	7	29	21	30	16	23	15	9	6	1	20	30	63	4	12	12	19	10	21	19	11	3	1	21
2025	101	3465	90	3426	79	H	0	33	61	13	23	11	21	9	25	27	19	6	6	22	26	66	5	12	22	28	12	24	13	11	9	6	14
2025	101	3467	71	3264	69	H	0	27	60	10	20	7	8	7	19	14	12	6	1	17	27	57	3	11	12	14	6	20	13	12	7	6	9
2025	101	3468	86	3252	79	A	1	30	70	7	27	19	23	10	27	19	13	7	2	22	29	66	5	24	16	29	10	28	11	13	9	3	21
2025	101	3471	63	3167	45	H	0	24	69	6	23	9	13	12	27	15	18	15	4	17	17	49	4	16	7	16	8	28	12	26	14	5	14
2025	101	3473	68	3287	61	H	0	22	48	6	17	18	24	5	25	17	21	7	3	13	27	66	3	15	4	11	8	23	12	16	12	2	28
2025	101	3475	76	3442	70	A	0	29	68	4	17	14	20	10	32	16	8	6	1	20	26	66	10	27	8	14	10	24	16	12	4	0	20
2025	101	3476	74	3384	43	A	0	27	56	5	13	15	16	10	27	17	12	6	1	14	17	50	4	11	5	6	4	17	8	16	5	3	17
2025	101	3479	76	3148	74	H	0	24	50	9	21	19	23	7	21	13	19	7	2	15	33	71	2	9	6	12	8	20	8	11	8	3	19
2025	102	3162	89	3171	37	H	0	36	85	9	24	8	13	30	23	20	6	17	1	15	16	47	1	14	4	6	6	15	8	18	2	3	14
2025	102	3174	70	3284	61	H	0	28	59	4	16	10	16	5	19	16	13	11	1	13	26	59	3	16	6	10	11	23	12	19	6	4	12
2025	102	3180	59	3456	58	H	1	21	58	4	17	13	19	7	26	17	15	8	7	13	22	60	4	20	10	14	5	21	14	15	8	4	15
2025	102	3189	70	3423	56	A	0	31	62	6	12	2	3	9	27	15	13	5	3	17	21	57	7	21	7	12	9	20	10	14	8	5	13
2025	102	3214	59	3392	57	A	0	22	55	5	18	10	25	8	26	19	8	7	1	23	16	52	4	16	21	25	4	27	9	12	3	0	17
2025	102	3217	66	3165	29	A	0	24	58	11	27	7	10	10	21	15	9	12	4	16	10	43	3	8	6	8	6	19	8	19	1	2	9
2025	102	3299	73	3318	55	A	0	31	58	5	15	6	11	10	23	19	9	7	4	12	19	52	11	27	6	7	5	19	13	16	4	1	13
2025	102	3335	71	3463	59	H	0	24	58	6	15	17	24	11	24	15	14	7	5	14	22	59	3	13	12	19	14	21	9	16	8	1	19
2025	102	3343	78	3135	67	H	0	28	60	11	27	11	13	9	21	15	11	7	4	13	23	56	12	27	9	9	9	18	12	14	8	4	19
2025	102	3406	63	3220	51	A	0	24	58	6	18	9	11	7	19	14	15	10	2	13	21	51	4	17	5	8	10	21	10	21	6	4	14
2025	103	3105	95	3290	76	A	0	32	64	8	20	23	40	13	19	13	5	13	2	13	31	60	9	24	5	15	10	22	18	16	3	0	25
2025	103	3106	68	3115	63	A	1	20	52	6	19	22	28	11	26	12	25	10	2	21	19	55	4	12	21	28	8	24	10	21	12	2	21
2025	103	3117	72	3402	62	H	0	24	61	9	29	15	19	13	27	13	21	9	7	22	22	64	6	19	12	18	14	24	13	17	10	2	19
2025	103	3119	68	3298	64	A	0	25	62	7	21	11	13	9	24	15	12	6	1	17	20	58	7	18	17	18	11	25	11	12	6	5	16
2025	103	3123	74	3185	69	A	0	24	51	6	20	20	24	7	30	15	15	5	3	19	21	59	7	25	20	23	9	23	11	8	8	1	20
2025	103	3124	66	3403	60	A	0	27	58	3	16	9	16	8	21	10	13	5	4	20	22	54	7	22	9	17	8	19	13	12	5	2	19
2025	103	3126	65	3108	52	H	0	20	44	4	10	21	30	8	27	13	23	7	6	18	18	56	3	15	13	17	7	19	14	14	10	2	24
2025	103	3127	65	3312	55	H	0	21	56	9	23	14	18	9	26	14	9	11	5	12	21	52	6	20	7	14	6	21	9	11	7	4	15
2025	103	3132	70	3141	55	H	0	23	54	8	21	16	23	11	17	16	11	11	4	13	22	50	2	13	9	16	8	23	9	19	3	5	19
2025	103	3137	62	3248	51	H	0	23	58	9	18	7	8	11	24	11	9	3	5	7	22	56	6	13	1	2	6	19	13	10	2	4	11
2025	103	3138	79	3325	67	A	0	31	62	5	16	12	15	6	22	22	16	13	4	18	21	45	11	23	14	21	6	22	11	30	13	3	19
2025	103	3140	68	3329	64	H	0	24	48	6	19	14	22	7	29	14	22	6	2	16	23	57	4	19	14	21	4	19	8	13	12	5	20
2025	103	3142	75	3169	34	H	0	30	57	9	17	6	6	4	25	16	17	15	6	19	10	48	6	30	8	17	10	21	6	28	6	0	11
2025	103	3146	77	3122	67	H	0	28	56	6	21	15	22	9	22	11	8	4	3	11	26	53	7	17	8	9	5	22	18	12	3	1	19
2025	103	3148	70	3384	67	A	1	27	63	2	17	14	22	9	27	10	15	7	2	14	24	63	10	25	9	13	7	28	12	18	5	2	19
2025	103	3149	60	3421	51	A	0	21	56	6	25	12	15	10	30	13	13	7	5	10	20	59	6	21	5	7	6	22	15	12	2	0	14
2025	103	3152	76	3478	60	H	0	29	66	10	21	8	14	11	23	18	8	9	3	18	18	46	5	16	19	24	5	26	9	18	1	3	14
2025	103	3156	61	3236	52	A	0	22	57	6	27	11	16	14	29	9	18	6	1	13	21	60	7	25	3	4	6	22	11	13	6	2	14
2025	103	3157	66	3267	57	A	0	25	55	5	18	11	16	8	23	13	17	9	2	14	20	59	9	32	8	10	14	17	13	16	12	1	16
2025	103	3159	71	3131	51	H	0	26	62	7	22	12	13	10	16	15	10	12	2	12	18	45	4	15	11	14	6	21	10	21	5	3	15
2025	103	3160	83	3222	60	H	0	32	66	7	14	12	14	14	26	17	12	7	4	12	22	58	5	20	11	15	6	12	8	11	10	6	8
2025	103	3161	65	3102	58	A	0	23	58	9	20	10	15	4	26	17	7	4	7	13	20	59	5	20	13	20	8	31	9	7	7	3	14
2025	103	3164	63	3300	53	A	0	21	66	6	27	15	18	15	26	8	19	9	3	17	23	63	0	9	7	14	12	21	6	15	9	7	19
2025	103	3165	56	3171	43	H	0	23	43	2	6	8	12	6	21	11	13	10	2	11	16	53	6	21	5	8	11	13	11	15	7	2	13
2025	103	3166	70	3207	48	H	0	28	66	9	20	5	5	9	33	20	6	4	3	13	19	59	7	18	3	8	8	26	11	9	4	2	12
2025	103	3168	78	3167	68	H	0	23	52	8	14	24	34	3	27	11	16	10	3	18	23	62	6	16	16	22	9	25	7	16	9	2	22
2025	103	3173	66	3203	51	A	0	23	54	10	20	10	13	6	23	17	23	12	3	28	16	52	3	13	16	25	13	22	6	26	6	3	20
2025	103	3179	88	3125	83	A	0	34	69	12	37	8	10	14	24	24	14	5	1	19	30	62	11	24	12	18	5	21	14	11	5	1	14
2025	103	3182	75	3260	70	A	0	24	59	13	37	14	18	6	22	21	18	10	4	15	28	67	9	27	5	7	11	25	14	19	6	3	18
2025	103	3183	66	3404	62	H	0	27	56	3	15	9	15	11	25	18	25	12	6	18	21	52	3	16	17	19	6	16	10	20	16	1	21
2025	103	3184	79	3468	73	A	0	29	60	4	11	17	21	12	32	12	17	8	1	15	25	72	11	30	12	17	11	20	16	11	6	4	15
2025	103	3186	63	3225	60	H	0	22	62	4	12	15	16	5	21	8	10	14	1	13	24	62	3	22	9	9	12	29	9	19	6	4	18
2025	103	3187	63	3150	45	H	0	23	51	5	16	12	15	12	20	15	19	10	0	13	15	48	1	11	14	16	11	15	9	20	12	1	16
2025	103	3190	70	3273	67	A	0	22	49	7	14	19	20	7	14	11	15	9	4	17	25	47	6	12	11	15	5	14	12	17	8	5	16
2025	103	3192	75	3254	45	H	0	27	62	7	26	14	16	13	22	11	7	5	2	13	18	46	2	7	7	12	5	22	6	16	4	1	18
2025	103	3193	84	3264	45	A	0	31	63	12	31	10	13	5	21	25	12	13	2	10	16	50	3	15	10	13	9	26	9	19	7	5	12
2025	103	3195	65	3391	43	H	0	25	61	8	27	7	15	10	30	12	13	13	0	14	16	61	5	20	6	7	12	25	5	15	5	4	12
2025	103	3201	67	3129	63	A	0	24	61	6	24	13	17	13	22	13	12	2	1	13	24	60	8	22	7	8	9	19	12	9	6	6	17
2025	103	3204	95	3375	68	H	0	37	62	10	19	11	13	8	16	22	8	14	3	15	23	41	10	17	12	16	2	14	13	19	3	1	15
2025	103	3209	53	3111	50	H	0	19	55	10	30	5	7	7	20	9	11	11	5	9	17	52	7	24	9	10	8	27	10	19	8	0	9
2025	103	3211	69	3258	57	H	0	28	68	6	17	7	7	17	29	18	16	7	4	11	22	60	8	27	5	6	6	17	10	10	9	3	15
2025	103	3212	71	3411	46	H	0	27	61	5	11	12	21	11	27	10	13	13	3	16	16	54	2	16	12	22	7	23	5	19	12	3	19
2025	103	3213	82	3426	69	H	0	29	54	4	11	20	24	8	23	13	14	11	5	22	26	58	2	11	15	21	7	16	8	18	10	1	20
2025	103	3218	49	3414	44	A	0	16	50	3	17	14	16	10	34	10	17	4	4	15	14	59	4	29	12	17	9	20	6	8	8	5	13
2025	103	3219	69	3457	56	H	0	24	51	7	18	14	23	6	23	14	14	12	3	22	19	52	2	8	16	25	10	24	13	17	5	1	18
2025	103	3224	62	3175	45	A	0	22	66	11	20	7	15	16	27	13	15	11	6	16	12	47	2	13	19	25	7	27	3	16	8	6	10
2025	103	3229	73	3191	53	A	0	29	58	4	16	11	19	7	36	20	12	5	1	14	17	63	6	23	13	18	7	21	11	13	6	2	23
2025	103	3230	63	3394	55	A	1	21	55	5	19	16	22	8	24	9	17	8	8	12	21	61	4	19	9	13	10	24	10	18	10	3	21
2025	103	3231	78	3345	56	H	0	28	56	8	16	14	16	5	23	18	16	13	1	12	21	50	6	16	8	10	7	21	12	24	10	2	20
2025	103	3235	93	3242	80	A	0	32	56	18	36	11	17	4	28	23	11	3	1	9	31	62	13	32	5	7	2	24	21	8	7	2	12
2025	103	3237	73	3464	68	A	1	22	58	7	25	22	23	6	27	12	15	5	3	23	21	64	7	26	19	28	10	26	14	12	7	3	20
2025	103	3238	40	3197	37	A	0	17	48	5	16	1	4	5	19	2	9	2	1	14	12	54	2	13	11	16	9	21	2	7	4	3	11
2025	103	3239	63	3316	52	H	0	25	57	2	10	11	20	14	32	9	11	3	3	10	20	69	9	33	3	5	12	19	10	4	5	0	19
2025	103	3240	68	3256	55	H	0	18	54	8	31	24	26	10	21	13	15	8	1	25	12	48	5	19	26	34	13	20	5	19	4	1	25
2025	103	3241	66	3330	53	H	0	24	48	2	7	16	25	9	32	13	15	6	3	13	19	73	6	29	9	13	20	15	13	9	11	2	14
2025	103	3243	97	3416	67	H	0	35	60	14	20	13	16	7	25	27	15	15	4	14	24	63	8	24	11	15	12	20	12	19	6	1	12
2025	103	3249	71	3477	57	A	0	29	67	4	11	9	13	15	26	20	12	6	4	14	23	54	4	14	7	10	4	19	20	16	4	6	13
2025	103	3250	69	3221	59	A	1	25	62	7	30	12	12	2	26	15	17	18	1	13	25	62	6	22	3	4	8	29	20	26	11	3	17
2025	103	3251	67	3431	53	H	0	28	60	6	21	5	6	13	24	15	19	10	4	13	21	57	6	20	5	9	7	15	12	13	11	0	13
2025	103	3252	86	3474	72	H	0	29	55	18	32	10	15	2	25	23	13	5	2	16	27	70	8	26	10	16	19	24	11	14	9	2	19
2025	103	3255	71	3342	60	A	0	24	47	1	3	22	27	7	22	14	19	12	4	15	22	51	6	15	10	16	6	18	13	21	10	4	23
2025	103	3259	68	3110	39	A	0	28	59	10	24	2	3	11	31	19	14	5	1	8	16	58	3	24	4	11	10	15	12	10	8	1	11
2025	103	3266	82	3177	72	H	0	27	54	5	15	23	25	5	28	19	16	6	4	14	28	68	5	15	11	18	10	21	18	12	4	4	23
2025	103	3270	71	3309	66	A	0	22	60	5	16	22	32	12	30	10	15	5	4	23	21	64	4	21	20	29	12	25	9	14	7	1	27
2025	103	3275	64	3245	62	A	0	22	64	7	25	13	18	11	23	8	17	13	2	24	19	51	7	19	17	23	7	28	11	23	6	3	19
2025	103	3286	74	3226	60	A	0	23	48	10	25	18	20	3	15	13	17	17	2	9	27	50	3	14	3	3	8	21	11	27	10	3	18
2025	103	3288	60	3354	55	A	0	25	64	1	13	9	15	20	18	10	14	8	0	16	20	50	5	9	10	14	11	17	7	19	9	0	17
2025	103	3291	72	3145	59	H	0	27	61	6	14	12	15	5	24	13	14	9	2	16	22	57	5	17	10	15	12	28	13	25	4	1	17
2025	103	3292	73	3443	63	H	0	27	56	7	21	12	21	8	21	11	10	9	7	11	22	53	11	25	8	12	7	25	12	17	3	1	18
2025	103	3293	96	3320	91	H	0	32	68	11	25	21	23	6	31	17	12	2	2	14	36	71	7	21	12	15	5	26	11	11	6	5	21
2025	103	3294	68	3340	50	H	0	24	54	8	23	12	14	10	20	15	12	7	4	12	19	52	3	16	9	13	9	17	6	14	7	1	11
2025	103	3296	60	3444	51	A	0	25	51	4	16	6	12	5	24	15	14	7	1	7	23	57	4	17	1	3	3	22	12	11	8	1	14
2025	103	3303	80	3176	77	H	1	29	65	5	16	17	19	9	31	17	18	7	1	14	29	64	10	27	9	13	5	28	20	15	8	3	22
2025	103	3306	62	3262	55	A	1	21	53	7	19	13	21	10	21	10	12	10	4	13	22	49	3	12	8	12	5	23	9	16	9	4	23
2025	103	3308	65	3198	55	A	0	25	55	8	20	7	8	7	15	13	10	14	0	16	17	43	2	5	19	23	10	18	10	19	4	4	11
2025	103	3313	70	3271	48	A	0	22	52	12	24	14	22	5	22	13	13	8	6	15	17	56	3	11	11	15	11	22	10	19	8	3	21
2025	103	3315	65	3295	60	H	0	20	48	3	15	22	28	3	25	6	12	9	3	17	23	56	5	21	9	14	8	27	9	17	6	1	23
2025	103	3317	61	3409	58	A	0	23	49	3	12	12	20	6	29	13	21	10	1	14	21	66	9	34	7	8	14	19	15	16	9	5	22
2025	103	3319	75	3170	60	H	0	25	67	8	29	17	21	12	39	17	13	6	4	20	20	67	5	20	15	24	12	31	16	13	8	1	18
2025	103	3331	109	3282	88	H	0	43	74	6	18	17	24	8	21	18	4	12	0	17	30	65	6	12	22	30	12	26	7	19	3	1	18
2025	103	3335	73	3135	61	H	0	26	59	9	26	12	15	10	24	19	7	5	1	18	19	52	8	22	15	17	8	19	11	11	3	4	15
2025	103	3339	84	3450	79	H	0	34	65	5	10	11	14	9	22	26	12	4	3	13	32	66	7	25	8	11	10	19	17	11	6	5	16
2025	103	3343	71	3463	42	H	0	29	54	4	13	9	12	9	22	10	12	7	2	12	17	52	2	14	6	7	6	12	8	14	1	1	11
2025	103	3346	74	3233	66	A	0	30	63	7	19	7	11	12	19	14	8	2	1	13	25	57	6	21	10	12	10	20	13	12	6	2	13
2025	103	3348	77	3247	54	H	0	29	57	7	19	12	13	13	27	12	16	2	5	10	23	60	2	7	6	9	7	13	10	8	7	2	14
2025	103	3355	71	3377	61	H	0	27	56	13	32	4	6	6	25	20	11	7	5	10	21	51	11	28	8	10	2	18	11	10	5	2	10
2025	103	3358	65	3244	53	A	0	21	43	2	9	21	25	6	26	14	25	12	0	23	18	58	1	8	16	22	12	15	11	19	9	0	21
2025	103	3359	55	3151	50	H	0	21	49	7	24	6	9	2	18	14	12	5	2	17	17	53	5	20	11	13	11	23	9	16	6	4	14
2025	103	3360	63	3365	57	H	0	26	61	0	6	11	13	13	26	11	10	5	0	8	23	59	7	29	4	4	3	21	15	9	5	2	14
2025	103	3361	78	3429	63	H	0	31	67	7	18	9	12	13	23	15	13	12	1	16	25	51	7	17	6	10	4	19	11	18	4	2	15
2025	103	3362	80	3334	67	H	0	29	55	11	24	11	17	8	22	23	14	8	3	16	25	61	4	20	13	15	12	18	12	12	6	7	18
2025	103	3367	68	3205	59	H	0	25	61	9	23	9	9	12	29	15	15	6	5	11	21	59	8	26	9	16	9	20	11	13	9	2	14
2025	103	3368	63	3311	50	H	0	24	58	5	11	10	14	11	25	11	9	7	0	20	17	52	5	20	11	12	8	23	10	12	6	2	15
2025	103	3372	68	3322	66	A	0	25	63	7	29	11	20	6	24	12	18	11	4	18	24	70	7	23	11	21	20	29	17	22	14	8	17
2025	103	3373	66	3357	51	H	0	23	45	1	7	19	27	3	31	12	24	7	10	24	18	59	2	13	13	21	7	19	7	15	13	3	21
2025	103	3378	74	3194	62	A	0	28	61	8	21	10	16	14	22	16	7	8	3	10	25	56	8	25	4	7	8	22	9	13	4	1	16
2025	103	3380	86	3341	42	H	0	32	58	8	19	14	16	8	21	24	8	15	1	19	15	41	4	16	8	17	5	12	11	20	1	1	18
2025	103	3381	72	3430	63	A	0	20	46	7	18	25	31	9	31	16	27	7	11	26	19	65	2	14	23	35	14	14	9	15	18	3	28
2025	103	3388	68	3337	54	A	0	28	54	5	14	7	8	3	19	18	11	10	1	18	17	46	8	27	12	15	5	20	11	20	5	2	9
2025	103	3389	55	3351	54	A	0	19	59	10	35	7	12	8	17	10	14	10	0	11	22	48	5	16	5	6	7	24	12	19	7	1	13
2025	103	3396	73	3408	56	A	0	28	72	4	18	13	21	15	30	16	15	15	4	21	15	54	6	23	20	27	8	23	8	20	10	4	18
2025	103	3398	77	3188	58	A	0	30	71	7	26	10	18	14	23	15	10	13	2	13	20	58	8	34	10	16	8	26	12	21	3	1	15
2025	103	3399	78	3369	50	A	0	25	53	10	26	18	20	11	24	13	18	12	2	12	20	53	4	14	6	12	8	14	7	18	10	3	18
2025	103	3405	75	3103	54	H	0	25	55	8	22	17	21	10	21	16	11	8	6	24	18	50	3	17	15	26	10	17	9	17	5	1	21
2025	103	3407	86	3379	59	H	0	33	62	3	18	17	24	11	31	15	10	6	4	13	21	59	6	17	11	11	3	15	12	12	4	2	15
2025	103	3410	58	3223	55	H	1	17	57	3	17	21	30	8	25	12	11	9	1	9	21	57	6	23	7	7	4	25	13	16	4	4	22
