Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
"2025	104	1291	73	1145	66	A	0	25	50	10	23	13	18	8	28	19	18	6	2	11	23	58	13	31	7	8	3	17	13	8	13	1	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	104	1304	68	1321	64	A	0	20	45	6	18	22	28	4	21	14	14	11	6	13	26	72	7	20	5	8	19	22	14	16	8	3	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	104	1307	82	1429	79	H	0	24	52	7	20	27	34	12	18	10	13	8	9	15	28	59	10	26	13	16	11	14	18	13	12	3	29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	104	1324	93	1178	83	H	1	24	53	6	20	39	52	8	24	12	8	10	2	19	31	70	10	24	11	13	10	27	18	14	3	3	33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	104	1332	75	1353	57	H	0	28	60	13	22	6	8	9	21	16	7	7	6	9	24	52	4	19	5	7	6	20	5	11	6	7	11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	104	1346	79	1233	74	H	0	32	60	6	17	9	12	9	29	17	21	8	6	9	28	65	11	28	7	8	5	17	15	13	14	4	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	104	1355	94	1377	91	A	0	32	65	8	20	22	26	12	28	17	14	3	3	20	31	66	10	30	19	26	9	20	9	7	9	5	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	104	1373	80	1357	73	A	0	29	65	7	24	15	20	16	18	14	8	6	3	14	28	60	4	24	13	17	11	18	20	10	4	3	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	104	1385	79	1166	73	H	0	28	73	6	18	17	29	18	25	21	5	10	8	19	27	65	8	30	11	15	9	28	21	14	1	4	23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	104	1389	66	1351	65	H	0	22	60	9	22	13	16	16	22	9	14	6	2	12	22	51	12	21	9	12	6	19	14	10	9	6	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	104	1412	85	1378	78	H	0	29	65	7	17	20	25	16	28	11	10	4	11	15	28	65	7	16	15	20	5	22	15	6	4	2	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	104	1453	79	1460	68	H	0	23	52	7	16	26	34	4	24	16	11	7	4	22	22	56	5	19	19	24	6	25	10	15	4	8	25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	104	1454	92	1297	70	H	0	32	59	7	19	21	27	20	20	18	10	2	6	18	24	54	7	22	15	20	7	9	10	3	6	3	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	104	1455	84	1272	79	H	1	30	75	4	21	20	26	15	30	14	8	3	9	18	27	75	10	26	15	20	12	26	22	9	5	8	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	104	1464	68	1156	60	A	0	21	45	6	14	20	26	10	23	10	17	6	3	18	22	62	3	20	13	19	13	13	10	11	5	2	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	105	1105	75	1115	61	A	0	27	57	5	24	16	27	10	30	10	23	10	4	30	20	58	1	18	20	36	8	25	14	18	16	2	22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	105	1106	79	1290	56	A	0	29	65	14	32	7	9	9	29	17	8	8	4	11	24	63	7	22	1	3	4	21	12	12	4	2	9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	105	1112	74	1124	67	A	0	28	58	4	18	14	18	8	26	20	13	9	1	21	22	55	5	22	18	25	8	20	10	11	8	3	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	105	1137	67	1250	50	H	0	25	54	5	21	12	16	8	31	14	10	4	2	15	19	55	5	21	7	13	3	21	9	6	6	6	13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	105	1181	80	1438	62	A	0	31	59	9	23	9	11	10	27	16	5	4	5	15	20	52	8	22	14	17	3	16	13	5	3	3	8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	105	1197	85	1108	76	H	0	32	61	10	24	11	16	8	17	17	7	5	3	12	30	52	0	8	16	20	3	19	2	10	5	1	11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	105	1212	70	1341	48	H	0	27	62	4	18	12	15	10	27	10	7	9	4	12	16	53	7	22	9	12	7	19	6	13	4	3	11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	105	1224	86	1271	62	H	0	33	59	8	24	12	16	5	26	19	7	7	4	19	20	57	3	18	19	25	13	22	6	15	4	1	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	105	1230	66	1410	60	A	0	24	66	8	23	10	13	16	21	15	13	3	5	12	23	55	5	19	9	10	3	23	13	10	9	4	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	105	1238	84	1126	71	A	0	30	58	5	17	19	27	10	23	20	11	6	2	17	28	56	4	17	11	13	6	16	19	14	6	3	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	105	1249	75	1322	65	A	0	25	55	13	23	12	19	13	20	15	13	6	2	14	25	51	6	22	9	15	5	17	16	9	6	4	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	105	1270	88	1368	82	A	0	30	53	11	21	17	26	11	20	14	12	4	5	14	27	61	13	35	15	18	11	15	14	8	5	2	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	105	1288	92	1300	78	A	0	35	61	5	15	17	18	9	24	16	8	9	3	17	27	64	11	29	13	23	16	15	19	13	1	2	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	105	1311	78	1309	62	A	0	31	66	9	26	7	16	7	26	18	5	4	5	19	23	64	4	17	12	18	12	29	12	10	4	3	13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	105	1313	96	1175	84	H	0	37	68	5	15	17	23	8	25	19	15	9	5	14	34	69	7	16	9	14	6	24	20	14	7	1	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	105	1320	74	1293	67	A	0	24	53	6	17	20	26	6	27	8	10	7	2	14	24	58	11	26	8	12	4	26	4	12	4	2	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	105	1354	87	1164	57	H	0	33	60	3	15	18	21	10	24	23	10	14	4	16	19	52	5	17	14	22	9	14	11	22	7	4	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	105	1372	76	1477	74	A	0	27	52	8	15	14	24	10	25	16	18	9	7	19	24	61	8	23	18	20	10	15	19	13	13	4	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	105	1380	66	1411	57	H	0	20	47	5	17	21	31	11	24	14	22	12	3	18	19	56	2	17	17	23	11	13	13	19	12	4	24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	105	1394	68	1223	62	H	0	24	48	5	12	15	25	3	26	8	10	6	0	16	22	56	9	24	9	13	7	21	10	9	7	6	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	105	1428	74	1243	69	H	0	24	63	3	19	23	30	19	27	16	11	6	5	15	26	60	11	25	6	10	4	18	19	11	6	8	22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1103	73	1296	63	H	0	24	56	5	21	20	26	5	33	15	10	6	3	18	21	60	9	35	12	18	2	25	11	8	5	3	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1130	54	1439	36	H	0	24	53	3	18	3	6	5	27	14	11	9	5	12	15	51	3	19	3	8	9	23	9	16	11	1	12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1140	91	1242	57	H	0	34	66	14	36	9	12	9	31	24	10	14	3	10	23	63	9	32	2	5	6	23	14	15	4	3	9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1161	79	1305	71	H	0	24	44	11	21	20	27	7	24	21	16	4	2	18	27	54	4	12	13	17	3	12	11	7	9	2	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1163	66	1437	59	H	0	23	51	4	19	16	18	9	21	17	8	4	7	13	19	54	8	22	13	16	5	19	9	8	6	2	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1184	66	1252	57	H	0	27	60	6	21	6	10	11	32	9	12	6	4	18	17	60	5	29	18	20	8	24	11	7	7	0	10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1185	76	1275	66	H	0	26	52	8	18	16	19	10	23	17	15	5	6	16	25	63	6	26	10	16	11	17	11	7	12	2	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1195	72	1239	56	H	0	23	59	7	19	19	23	13	21	12	7	8	7	14	23	58	5	10	5	15	14	16	9	11	4	6	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1196	85	1328	63	H	0	28	62	12	32	17	23	9	25	13	6	6	2	18	19	49	7	20	18	27	5	25	8	12	4	3	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1222	80	1113	65	A	0	26	54	11	23	17	20	10	22	15	9	6	4	20	19	44	8	22	19	26	5	14	12	12	2	4	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1235	79	1160	65	H	0	24	47	10	21	21	31	5	24	19	14	9	2	20	24	53	4	17	13	22	8	20	10	13	6	3	25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1245	91	1132	84	A	0	33	59	5	17	20	23	5	26	19	9	4	5	20	24	60	9	27	27	34	12	22	12	7	4	3	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1260	77	1172	69	A	0	27	63	11	31	12	18	14	28	15	9	9	2	20	22	58	7	25	18	26	11	23	12	9	3	2	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1261	81	1376	67	H	0	31	62	13	30	6	7	7	18	19	9	12	5	15	24	51	7	19	12	15	8	21	14	17	5	3	11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1266	80	1371	56	H	0	30	56	11	27	9	13	11	26	18	12	6	4	10	21	57	4	16	10	14	7	15	13	9	11	5	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1277	75	1345	66	H	0	28	48	4	13	15	21	5	17	20	6	10	2	13	24	47	9	24	9	11	5	15	16	12	4	3	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1278	64	1417	61	A	0	22	48	8	24	12	13	7	18	12	12	7	3	17	23	51	6	15	9	19	10	15	13	9	7	1	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1280	70	1401	54	H	0	22	51	9	25	17	20	5	26	14	9	17	5	15	19	53	8	23	8	13	9	26	10	19	5	1	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1316	79	1391	71	A	0	30	72	10	37	9	14	12	20	19	10	9	6	15	27	55	4	11	13	17	6	22	13	14	3	6	12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1325	84	1141	82	H	0	28	64	14	29	14	20	6	21	15	4	3	3	23	23	54	9	18	27	35	4	26	11	5	4	2	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1338	80	1393	69	H	0	26	54	10	23	18	24	9	23	12	12	8	8	13	23	60	14	33	9	11	11	19	15	13	7	0	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1361	83	1201	60	H	0	34	63	8	26	7	8	9	20	20	9	8	6	11	24	55	5	19	7	8	3	14	9	14	8	2	10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1395	69	1403	66	H	0	24	58	6	17	15	22	14	19	9	9	7	2	10	26	53	9	25	5	8	7	22	19	13	5	3	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1398	86	1404	75	A	0	27	51	12	24	20	33	12	21	16	15	8	4	23	25	49	8	23	17	34	8	15	12	14	11	4	23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1405	67	1123	66	H	0	28	62	3	14	8	12	14	15	13	7	7	3	12	23	47	5	15	15	17	6	20	14	12	6	0	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1444	97	1138	64	A	0	41	71	13	26	2	5	14	22	27	11	11	1	27	19	43	2	13	24	37	4	18	12	18	6	5	13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1458	95	1228	74	H	0	34	65	10	24	17	22	12	25	17	10	12	1	14	26	60	10	30	12	14	9	20	13	14	6	5	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1461	69	1102	62	H	0	25	54	6	17	13	22	9	27	11	9	3	3	18	23	49	7	23	9	17	2	24	12	8	3	3	24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1462	76	1139	63	H	0	29	68	8	25	10	11	4	29	21	9	14	3	15	24	55	6	23	9	14	4	31	12	20	5	2	12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1466	80	1480	62	H	0	28	55	2	13	22	29	5	30	11	5	10	2	12	27	61	4	18	4	8	6	23	13	13	2	2	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1468	94	1122	68	H	0	36	58	10	19	12	17	2	27	19	6	4	2	16	20	59	11	32	17	22	7	22	12	10	2	5	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	106	1474	89	1146	72	H	0	28	52	16	29	17	22	4	17	24	6	7	6	17	23	48	10	23	16	18	5	19	9	15	5	0	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1119	76	1110	69	H	0	25	52	8	17	18	20	6	27	14	8	5	6	18	26	61	9	26	8	13	8	18	17	6	7	1	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1120	67	1116	60	H	0	25	62	4	24	13	17	11	28	11	12	7	2	13	25	55	3	19	7	14	3	24	10	10	10	5	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1129	86	1307	78	H	0	25	52	10	24	26	32	6	23	20	13	10	1	15	29	57	7	18	13	17	5	22	18	15	7	4	24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1131	68	1259	66	H	0	28	55	7	27	5	8	4	23	13	12	8	4	12	25	59	10	24	6	9	8	22	14	11	7	2	10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1150	78	1396	72	H	1	26	58	10	26	16	18	9	24	14	11	5	3	24	25	54	3	14	19	26	4	23	6	9	7	5	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1151	91	1441	86	H	0	31	63	11	32	18	23	11	24	21	6	5	7	12	30	72	13	26	13	14	13	21	12	6	4	1	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1159	79	1298	75	H	0	28	51	6	15	17	21	4	23	14	10	3	2	19	30	61	7	19	8	16	8	19	13	7	7	2	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1176	71	1331	60	H	0	22	48	6	15	21	25	7	28	9	11	5	5	21	19	50	5	19	17	23	6	20	6	10	7	2	24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1179	74	1227	57	H	0	26	54	6	17	16	22	13	18	16	6	12	3	15	19	42	8	23	11	16	5	17	11	15	3	1	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1182	73	1200	64	H	0	24	56	4	16	21	26	10	19	15	11	10	10	16	23	56	6	20	12	18	9	22	12	16	9	4	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1190	65	1422	49	H	0	21	48	7	19	16	20	10	25	6	13	7	3	12	19	53	8	27	3	3	7	15	7	11	10	1	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1191	79	1232	74	A	0	31	63	6	23	11	14	7	24	8	7	7	3	15	22	51	8	24	22	26	3	26	14	10	5	3	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1199	74	1274	66	H	0	25	55	5	22	19	29	9	22	12	13	12	5	12	25	60	4	19	12	14	10	22	17	16	8	2	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1202	80	1359	72	A	0	23	53	11	26	23	27	8	28	18	15	9	4	12	26	67	11	32	9	11	11	18	14	13	11	6	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1207	93	1344	72	H	0	30	59	10	23	23	28	7	24	15	8	11	2	18	23	62	10	32	16	20	11	20	10	13	4	4	22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1211	84	1450	63	A	0	29	56	7	15	19	20	7	24	19	10	8	2	14	24	59	9	25	6	8	8	14	12	14	5	7	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1219	83	1149	60	H	0	34	59	6	18	9	12	4	22	10	8	8	3	17	23	54	5	20	9	14	5	20	11	15	4	3	10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1221	74	1248	69	H	1	26	65	13	33	9	13	10	31	16	11	8	2	13	28	62	9	24	4	8	4	30	15	11	3	1	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1229	82	1133	71	H	0	25	54	11	31	21	27	7	23	16	4	5	3	17	27	61	10	25	7	11	8	23	16	9	2	3	23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1237	80	1178	71	A	0	26	54	11	23	17	22	7	24	14	8	8	2	18	27	65	5	23	12	16	12	24	13	10	3	2	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1246	82	1435	61	H	0	29	51	11	27	13	13	2	26	16	12	6	8	14	25	63	5	25	6	11	11	20	14	10	9	2	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1255	90	1205	77	H	0	34	58	8	20	14	22	6	22	22	12	8	5	18	29	61	7	25	12	16	8	19	13	13	6	2	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1273	62	1154	52	A	0	23	58	4	18	12	18	11	31	10	12	7	3	13	17	60	5	26	13	16	8	25	9	10	9	3	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1281	110	1104	98	H	0	35	58	9	23	31	47	8	21	18	8	12	4	19	35	65	13	31	15	21	9	19	16	14	4	1	30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1293	62	1356	60	A	0	17	55	5	23	23	25	7	23	7	5	10	2	15	24	52	1	12	11	17	8	27	8	12	3	3	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1295	77	1355	68	A	0	28	60	12	32	9	10	6	22	11	3	7	3	13	26	66	10	30	6	9	15	26	11	10	3	2	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1303	78	1282	66	A	0	29	59	8	21	12	17	7	17	7	7	9	1	15	25	55	8	19	8	12	8	18	9	12	5	9	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1314	97	1301	73	H	0	35	61	8	20	19	24	8	25	17	11	5	1	13	27	59	8	24	11	16	7	12	6	8	6	4	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1317	63	1409	44	H	0	22	53	4	20	15	21	8	28	10	7	9	1	17	14	42	4	23	12	19	2	22	8	13	6	0	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1320	82	1125	75	A	0	32	64	8	24	10	22	16	25	18	12	2	6	11	30	62	8	25	7	16	5	22	12	6	8	4	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1329	104	1416	95	H	0	35	74	6	27	28	35	11	26	17	7	14	3	26	28	59	8	24	31	38	8	26	14	20	5	4	25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1332	80	1234	78	A	0	30	63	9	22	11	13	11	20	18	7	2	6	13	28	57	9	22	13	17	7	16	17	7	2	3	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1336	89	1304	72	H	0	34	56	8	23	13	14	7	16	21	12	11	2	13	28	54	7	21	9	11	3	16	21	15	6	3	13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1350	63	1247	58	A	0	23	56	10	29	7	8	8	24	13	10	6	4	13	21	56	6	22	10	12	5	23	14	9	4	3	11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1353	89	1449	85	A	1	27	57	9	19	26	37	7	24	11	12	9	4	16	34	65	8	17	9	15	10	21	12	12	6	4	27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1374	97	1323	73	A	0	34	58	8	20	21	27	12	27	17	12	10	2	19	23	55	10	31	17	25	4	13	14	12	5	1	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1375	60	1117	56	A	0	22	55	5	15	11	22	9	21	11	7	13	3	14	20	55	6	31	10	14	14	31	14	17	5	8	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1377	85	1472	80	H	0	24	63	13	37	24	25	13	24	9	7	6	4	14	30	58	8	23	12	14	4	24	14	9	2	3	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1378	78	1427	73	A	0	26	57	6	21	20	30	14	27	17	17	10	9	11	22	65	15	38	14	16	10	20	11	15	12	2	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1385	82	1177	58	A	0	32	69	9	21	9	11	15	26	17	10	9	4	12	18	55	10	30	12	12	6	21	13	15	8	2	12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1386	79	1203	68	A	0	28	54	7	24	16	20	10	22	13	11	8	7	12	26	67	4	16	12	18	14	16	12	10	10	3	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1388	79	1339	66	H	0	32	68	9	24	6	8	15	24	17	9	8	3	15	26	54	5	17	9	15	4	20	17	11	4	2	13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1402	80	1419	63	H	0	29	71	9	30	13	14	21	33	19	7	7	4	17	17	52	8	18	21	26	3	17	8	8	5	5	13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1408	86	1187	81	H	0	27	56	9	23	23	29	11	23	15	12	3	9	14	29	72	10	30	13	17	16	19	16	8	11	3	23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1412	90	1349	89	A	0	33	72	7	15	17	22	15	19	22	3	3	5	18	29	61	11	20	20	28	11	21	12	6	1	3	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1429	105	1363	57	H	0	38	66	13	25	16	21	12	26	21	6	11	4	12	21	57	9	31	6	9	6	15	13	14	6	2	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1433	80	1269	51	H	0	28	61	14	29	10	14	11	27	19	8	6	11	17	20	62	0	10	11	18	11	20	5	8	5	0	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1434	66	1283	64	H	0	19	47	4	19	24	31	1	21	8	5	3	6	16	25	61	5	23	9	14	13	26	12	10	3	3	25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1452	62	1153	59	H	0	22	55	6	18	12	14	12	27	12	9	2	2	10	25	61	7	23	2	7	9	21	8	4	4	4	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1457	81	1342	77	A	0	30	56	8	17	13	20	10	28	15	14	4	2	15	31	65	9	19	6	14	6	15	18	6	7	4	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	107	1459	82	1440	43	A	0	32	57	10	26	8	16	10	33	17	13	12	5	15	14	54	7	31	8	16	5	16	5	17	7	1	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	108	1101	75	1381	59	H	0	28	66	3	12	16	24	13	16	9	11	19	4	21	20	51	1	12	18	23	14	24	9	26	8	2	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	108	1107	79	1263	68	H	0	27	58	4	14	21	26	11	23	13	9	7	2	12	27	53	6	18	8	12	4	20	12	16	6	6	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	108	1111	79	1204	74	H	1	27	64	6	25	19	31	10	26	13	10	4	4	14	27	71	10	32	10	11	11	30	16	11	5	3	25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	108	1122	92	1474	78	A	0	30	62	14	25	18	22	7	23	16	10	10	1	23	24	51	6	18	24	31	3	24	15	13	9	7	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	108	1127	79	1306	60	H	0	27	52	7	20	18	24	9	30	9	17	5	3	16	22	60	5	24	11	20	7	18	7	9	9	2	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	108	1146	82	1480	71	A	0	26	54	12	28	18	24	7	17	17	11	8	1	12	25	52	8	18	13	17	5	19	19	13	9	2	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	108	1148	81	1152	75	A	0	27	49	6	17	21	24	5	26	16	11	6	2	14	26	67	10	27	13	14	14	18	14	12	6	3	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	108	1157	87	1379	78	A	0	28	56	9	21	22	34	6	33	17	13	4	1	25	24	59	5	18	25	42	7	22	7	8	10	1	24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	108	1158	73	1318	62	A	0	32	62	7	19	2	9	7	30	13	9	5	7	10	24	61	7	25	7	8	5	25	12	11	8	7	10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	108	1167	71	1413	66	A	0	21	49	6	13	23	28	11	32	11	13	4	6	18	23	55	11	27	9	22	5	16	14	8	8	2	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	108	1169	84	1414	72	A	0	29	64	8	19	18	21	16	21	17	10	6	4	19	22	54	10	25	18	24	9	20	19	9	7	4	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	108	1170	80	1451	77	A	0	29	53	15	29	7	15	9	22	21	11	6	7	15	31	59	9	22	6	11	4	18	16	7	7	4	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
